Date,Open,High,Low,Close,Adj Close,Volume,Source,Date,Open,High,Low,Close,Adj Close,Volume,Source,Date,Open,High,Low,Close,Adj Close,Volume,Source
2004-04-28,17.139999,17.23,16.799999,17.040001,10.975568,2544300,ADM.csv,2004-04-28,37.0,37.470001,36.470001,36.619999,24.966,1112100,BG.csv,2004-04-28,59.222256,59.40728,58.055172,58.240196,32.336052,1846944,DD.csv
2004-04-29,17.0,17.139999,16.9,17.030001,10.969128,2692600,ADM.csv,2004-04-29,37.200001,37.200001,35.189999,35.939999,24.502399,1838700,BG.csv,2004-04-29,58.311363,58.439457,55.507519,56.461109,31.348276,4200258,DD.csv
2004-04-30,17.5,17.950001,17.02,17.559999,11.310504,4943100,ADM.csv,2004-04-30,36.400002,37.169998,35.990002,37.049999,25.259146,884300,BG.csv,2004-04-30,56.93079,57.115814,56.091061,56.489574,31.364052,2724642,DD.csv
2004-05-03,17.67,17.9,17.290001,17.540001,11.297619,3905900,ADM.csv,2004-05-03,37.25,37.299999,36.299999,36.34,24.775103,805200,BG.csv,2004-05-03,57.030418,57.058884,56.147991,56.66037,31.458897,2251084,DD.csv
2004-05-04,17.459999,17.51,17.290001,17.360001,11.181681,3055700,ADM.csv,2004-05-04,36.59,36.779999,36.290001,36.400002,24.816002,466500,BG.csv,2004-05-04,56.916557,57.571262,56.30455,57.47163,31.909309,2420553,DD.csv
2004-05-05,17.370001,17.469999,17.280001,17.33,11.162353,1600300,ADM.csv,2004-05-05,36.5,36.52,36.07,36.380001,24.802372,269900,BG.csv,2004-05-05,57.47163,57.47163,56.646137,56.888092,31.585342,1396432,DD.csv
2004-05-06,17.33,17.34,17.129999,17.27,11.123713,1463500,ADM.csv,2004-05-06,36.25,36.25,35.790001,35.950001,24.509226,474300,BG.csv,2004-05-06,56.290318,56.589207,55.621384,56.005665,31.0954,1913622,DD.csv
2004-05-07,17.129999,17.35,17.129999,17.139999,11.039976,1922600,ADM.csv,2004-05-07,35.959999,36.27,35.060001,35.27,24.045624,641200,BG.csv,2004-05-07,55.578686,56.019897,53.927692,53.927692,29.941666,3446852,DD.csv
2004-05-10,17.15,17.280001,16.440001,16.5,10.627748,3878100,ADM.csv,2004-05-10,35.029999,35.029999,34.139999,34.139999,23.27524,637200,BG.csv,2004-05-10,53.571873,53.756897,52.234001,52.803307,29.31739,5008116,DD.csv
2004-05-11,16.57,17.02,16.51,17.02,10.962683,2805300,ADM.csv,2004-05-11,34.150002,35.599998,34.040001,35.27,24.045624,805400,BG.csv,2004-05-11,53.07373,54.198112,53.002563,54.198112,30.091801,2941045,DD.csv
2004-05-12,17.25,17.25,16.940001,17.139999,11.039976,3611300,ADM.csv,2004-05-12,35.43,35.43,34.759998,35.209999,24.004726,533800,BG.csv,2004-05-12,53.899223,53.899223,52.305164,53.087963,29.475431,4214380,DD.csv
2004-05-13,17.15,17.15,16.780001,16.92,10.898273,2707800,ADM.csv,2004-05-13,35.209999,35.259998,35.049999,35.200001,24.073112,826200,BG.csv,2004-05-13,53.016796,54.226578,52.803307,53.586105,29.75201,2016694,DD.csv
2004-05-14,16.85,17.219999,16.799999,17.07,11.043846,1484000,ADM.csv,2004-05-14,35.200001,35.299999,34.549999,34.919998,23.881611,804000,BG.csv,2004-05-14,53.600338,54.013088,53.144894,53.571873,29.74411,2076627,DD.csv
2004-05-17,17.0,17.24,16.950001,17.0,10.998555,2587000,ADM.csv,2004-05-17,34.669998,34.799999,34.32,34.32,23.471279,535800,BG.csv,2004-05-17,53.230289,53.28722,51.735855,52.461723,29.127726,2226704,DD.csv
2004-05-18,17.08,17.15,16.65,16.65,10.772113,3082400,ADM.csv,2004-05-18,34.549999,34.549999,34.029999,34.09,23.313984,627700,BG.csv,2004-05-18,52.846004,53.443779,52.077438,53.159126,29.514935,2269352,DD.csv
2004-05-19,16.700001,16.83,16.52,16.549999,10.707417,1607300,ADM.csv,2004-05-19,34.299999,34.66,34.18,34.290001,23.450762,950000,BG.csv,2004-05-19,53.941921,55.123238,53.016796,53.230289,29.554445,2640118,DD.csv
2004-05-20,16.51,16.65,16.33,16.450001,10.64272,1689100,ADM.csv,2004-05-20,34.290001,34.43,33.93,34.200001,23.389214,596300,BG.csv,2004-05-20,53.230289,53.785362,52.703678,52.831772,29.333183,1209258,DD.csv
2004-05-21,16.5,16.5,16.190001,16.34,10.57155,2031900,ADM.csv,2004-05-21,34.299999,34.529999,34.139999,34.23,23.409725,459400,BG.csv,2004-05-21,53.201824,54.397369,53.201824,53.714199,29.823135,2248695,DD.csv
2004-05-24,16.469999,16.469999,16.190001,16.32,10.558616,1539300,ADM.csv,2004-05-24,34.240002,34.299999,33.939999,34.07,23.300306,622900,BG.csv,2004-05-24,54.795883,55.151703,53.856525,54.283508,30.13921,2233449,DD.csv
2004-05-25,16.27,16.58,16.219999,16.43,10.62978,1694900,ADM.csv,2004-05-25,34.16,35.5,34.150002,35.490002,24.271431,1050000,BG.csv,2004-05-25,54.098484,55.422123,53.472244,55.066307,30.573854,2082177,DD.csv
2004-05-26,16.440001,16.75,16.42,16.629999,10.759172,1508000,ADM.csv,2004-05-26,35.549999,37.0,35.549999,36.5,24.962173,3560200,BG.csv,2004-05-26,55.222866,56.091061,54.86705,55.479053,30.803009,2011495,DD.csv
2004-05-27,16.73,16.85,15.82,16.75,10.836814,1279000,ADM.csv,2004-05-27,36.880001,37.139999,35.98,36.299999,24.825386,1267700,BG.csv,2004-05-27,56.147991,56.973488,56.119526,56.759998,31.514215,2463201,DD.csv
2004-05-28,16.700001,16.85,16.620001,16.629999,10.759172,2901200,ADM.csv,2004-05-28,36.75,37.200001,36.419998,37.139999,25.399851,810000,BG.csv,2004-05-28,56.631905,56.93079,56.276085,56.788464,31.53002,1411820,DD.csv
2004-06-01,16.629999,16.700001,16.51,16.639999,10.765638,2607200,ADM.csv,2004-06-01,36.900002,37.119999,36.849998,37.0,25.304127,529600,BG.csv,2004-06-01,56.318783,56.631905,55.849106,56.361481,31.292944,2047469,DD.csv
2004-06-02,16.6,16.690001,16.52,16.57,10.720356,1831400,ADM.csv,2004-06-02,37.200001,37.459999,37.0,37.119999,25.386179,689300,BG.csv,2004-06-02,56.831161,57.514332,56.290318,57.372005,31.853994,2125950,DD.csv
2004-06-03,16.639999,16.870001,16.549999,16.709999,10.810932,3018600,ADM.csv,2004-06-03,37.049999,37.049999,36.459999,36.459999,24.934818,457300,BG.csv,2004-06-03,57.030418,57.130047,54.653557,54.724724,30.384201,5097347,DD.csv
2004-06-04,16.809999,16.889999,16.780001,16.860001,10.907976,1605500,ADM.csv,2004-06-04,36.849998,36.849998,36.509998,36.529999,24.982685,310000,BG.csv,2004-06-04,55.365192,56.404179,55.151703,55.849106,31.008463,2351698,DD.csv
2004-06-07,17.02,17.040001,16.92,17.01,11.005026,1307000,ADM.csv,2004-06-07,36.52,37.189999,36.5,37.060001,25.345144,695300,BG.csv,2004-06-07,56.290318,56.93079,55.934502,56.674603,31.466795,2037632,DD.csv
2004-06-08,16.92,16.98,16.76,16.950001,10.966208,2035700,ADM.csv,2004-06-08,37.099998,37.150002,36.810001,36.950001,25.269924,213600,BG.csv,2004-06-08,56.333015,56.631905,56.091061,56.631905,31.443094,1999761,DD.csv
2004-06-09,16.889999,17.129999,16.85,17.040001,11.024433,1780200,ADM.csv,2004-06-09,36.950001,36.98,36.580002,36.650002,25.064756,511500,BG.csv,2004-06-09,56.389946,57.272373,56.24762,56.560741,31.403582,2056532,DD.csv
2004-06-10,17.02,17.040001,16.77,16.799999,10.869163,1968700,ADM.csv,2004-06-10,36.66,36.82,36.52,36.82,25.181017,366700,BG.csv,2004-06-10,56.560741,57.044651,56.347248,56.745766,31.506315,2050911,DD.csv
2004-06-14,16.75,16.790001,16.49,16.65,10.772113,2790200,ADM.csv,2004-06-14,36.799999,37.450001,36.799999,37.419998,25.591341,871800,BG.csv,2004-06-14,56.219154,56.404179,55.962967,56.133759,31.166519,1659418,DD.csv
2004-06-15,16.85,16.950001,16.620001,16.700001,10.804462,2228300,ADM.csv,2004-06-15,37.299999,37.299999,36.580002,36.98,25.290445,636700,BG.csv,2004-06-15,56.333015,56.788464,55.493286,55.834873,31.000546,1872800,DD.csv
2004-06-16,16.700001,16.709999,16.379999,16.51,10.681539,2060200,ADM.csv,2004-06-16,36.900002,37.0,35.560001,35.98,24.606543,854200,BG.csv,2004-06-16,55.849106,56.176456,54.795883,55.820641,30.992659,2174359,DD.csv
2004-06-17,16.5,16.5,16.08,16.209999,10.487441,5398800,ADM.csv,2004-06-17,35.849998,37.060001,35.790001,36.779999,25.153664,925600,BG.csv,2004-06-17,55.834873,55.834873,55.393658,55.578686,30.858328,1398189,DD.csv
2004-06-18,16.049999,16.49,16.049999,16.280001,10.532735,3457300,ADM.csv,2004-06-18,36.900002,37.560001,36.880001,37.439999,25.605026,550000,BG.csv,2004-06-18,55.649845,57.016186,55.635612,56.945023,31.61694,2782536,DD.csv
2004-06-21,16.25,16.67,16.200001,16.530001,10.694479,2034300,ADM.csv,2004-06-21,37.580002,37.580002,37.0,37.080002,25.358826,282000,BG.csv,2004-06-21,56.93079,57.115814,56.503811,56.560741,31.403582,1847928,DD.csv
2004-06-22,16.5,16.66,16.33,16.57,10.720356,2745200,ADM.csv,2004-06-22,37.200001,37.75,37.009998,37.709999,25.789675,387100,BG.csv,2004-06-22,55.849106,56.489574,55.279797,56.461109,31.348276,2733424,DD.csv
2004-06-23,16.67,16.68,16.379999,16.469999,10.655656,3424900,ADM.csv,2004-06-23,37.75,38.18,37.75,38.139999,26.083752,517000,BG.csv,2004-06-23,56.204922,58.069405,56.147991,57.998241,32.201714,3012430,DD.csv
2004-06-24,16.379999,16.49,16.280001,16.33,10.565081,3691700,ADM.csv,2004-06-24,38.25,38.990002,38.25,38.82,26.548805,1162200,BG.csv,2004-06-24,57.727821,58.183266,57.443169,57.542797,31.948835,2668503,DD.csv
2004-06-25,16.379999,16.469999,16.33,16.4,10.610371,3119500,ADM.csv,2004-06-25,39.099998,39.299999,38.919998,39.110001,26.747147,760600,BG.csv,2004-06-25,57.542797,58.254433,57.044651,57.386234,31.861919,1929852,DD.csv
2004-06-28,16.469999,16.73,16.469999,16.59,10.733293,2632300,ADM.csv,2004-06-28,39.450001,39.5,38.360001,38.580002,26.384676,412900,BG.csv,2004-06-28,57.428932,57.912846,56.93079,57.130047,31.985434,1957113,DD.csv
2004-06-29,16.5,16.549999,16.43,16.530001,10.694479,1854200,ADM.csv,2004-06-29,38.580002,38.580002,38.060001,38.200001,26.124796,531900,BG.csv,2004-06-29,57.144279,58.282894,56.959255,58.254433,32.614941,2179137,DD.csv
2004-06-30,16.549999,16.790001,16.42,16.780001,10.856225,1792500,ADM.csv,2004-06-30,38.490002,39.080002,38.419998,38.939999,26.630877,567100,BG.csv,2004-06-30,58.211735,58.211735,57.585495,57.927078,32.431652,1842307,DD.csv
2004-07-01,16.73,16.860001,16.65,16.709999,10.810932,1946800,ADM.csv,2004-07-01,38.84,38.84,38.049999,38.52,26.343622,397000,BG.csv,2004-07-01,57.713589,57.998241,56.005665,56.546509,31.658726,2631335,DD.csv
2004-07-02,16.629999,16.700001,16.469999,16.58,10.726829,1028300,ADM.csv,2004-07-02,38.5,38.889999,38.400002,38.66,26.439388,333900,BG.csv,2004-07-02,56.432648,56.432648,55.165936,56.076828,31.395761,1260267,DD.csv
2004-07-06,16.52,16.74,16.5,16.549999,10.707417,1460600,ADM.csv,2004-07-06,38.700001,39.73,38.650002,39.549999,27.048048,513900,BG.csv,2004-07-06,55.863338,55.906036,55.222866,55.464821,31.053102,1342191,DD.csv
2004-07-07,16.540001,16.59,16.440001,16.48,10.662131,2077600,ADM.csv,2004-07-07,39.529999,39.529999,39.150002,39.490002,27.007023,421100,BG.csv,2004-07-07,55.76371,56.589207,55.607147,56.147991,31.435591,1415122,DD.csv
2004-07-08,16.43,16.48,16.34,16.35,10.578024,1915900,ADM.csv,2004-07-08,39.490002,39.580002,39.150002,39.41,26.952307,614000,BG.csv,2004-07-08,56.076828,56.290318,55.564449,55.564449,31.108883,1345283,DD.csv
2004-07-09,16.450001,16.450001,16.27,16.360001,10.584492,1325900,ADM.csv,2004-07-09,39.48,39.48,39.130001,39.209999,26.815523,191400,BG.csv,2004-07-09,56.076828,56.162224,55.308262,55.721012,31.196545,1303477,DD.csv
2004-07-12,16.43,16.440001,16.16,16.32,10.558616,1170700,ADM.csv,2004-07-12,39.150002,39.240002,38.549999,39.16,26.781332,440500,BG.csv,2004-07-12,55.806408,56.204922,55.550217,56.03413,31.371855,1112719,DD.csv
2004-07-13,16.27,16.35,16.16,16.35,10.578024,1257800,ADM.csv,2004-07-13,39.240002,39.240002,38.700001,38.869999,26.582996,334700,BG.csv,2004-07-13,56.176456,56.190689,55.507519,55.706779,31.188574,1081875,DD.csv
2004-07-14,16.280001,16.41,16.18,16.24,10.506854,1460300,ADM.csv,2004-07-14,38.790001,39.189999,38.790001,38.98,26.658236,297600,BG.csv,2004-07-14,55.165936,56.574974,54.966679,55.621384,31.140774,1777316,DD.csv
2004-07-15,16.23,16.299999,16.09,16.15,10.448627,1423500,ADM.csv,2004-07-15,39.400002,39.400002,39.099998,39.189999,26.801855,492100,BG.csv,2004-07-15,55.834873,56.105293,55.279797,55.607147,31.132805,1118411,DD.csv
2004-07-16,16.379999,16.43,16.129999,16.15,10.448627,2045000,ADM.csv,2004-07-16,39.189999,39.799999,39.139999,39.560001,27.054888,345000,BG.csv,2004-07-16,56.859627,56.859627,55.294029,56.133759,31.427626,2183564,DD.csv
2004-07-19,16.24,16.469999,16.129999,16.4,10.610371,1487300,ADM.csv,2004-07-19,39.700001,39.740002,38.700001,38.799999,26.535141,554000,BG.csv,2004-07-19,56.261852,56.361481,55.664082,55.863338,31.276237,1871044,DD.csv
2004-07-20,16.6,16.969999,16.549999,16.879999,10.920918,3785200,ADM.csv,2004-07-20,38.950001,39.099998,38.759998,39.049999,26.706095,300600,BG.csv,2004-07-20,55.863338,56.30455,55.123238,56.219154,31.475449,1488825,DD.csv
2004-07-21,17.0,17.0,16.459999,16.5,10.675066,2978300,ADM.csv,2004-07-21,39.189999,39.189999,38.759998,39.0,26.671898,421500,BG.csv,2004-07-21,56.788464,57.55703,55.877571,56.133759,31.427626,2778040,DD.csv
2004-07-22,16.48,16.6,16.299999,16.450001,10.64272,2588500,ADM.csv,2004-07-22,38.900002,38.919998,38.599998,38.709999,26.473576,733400,BG.csv,2004-07-22,55.948734,56.005665,54.653557,55.194401,30.901709,2362869,DD.csv
2004-07-23,16.360001,16.450001,16.059999,16.129999,10.435688,2588000,ADM.csv,2004-07-23,38.990002,39.389999,38.5,38.650002,26.432545,805900,BG.csv,2004-07-23,55.123238,55.393658,54.311974,54.909748,30.74234,1425591,DD.csv
2004-07-26,16.1,16.200001,15.7,15.95,10.319234,2883700,ADM.csv,2004-07-26,38.900002,38.900002,38.259998,38.599998,26.398355,479700,BG.csv,2004-07-26,54.909748,55.151703,54.155415,54.667789,30.606882,1221062,DD.csv
2004-07-27,15.91,15.96,15.66,15.87,10.267476,2005400,ADM.csv,2004-07-27,38.650002,38.849998,37.09,37.599998,25.714462,835100,BG.csv,2004-07-27,54.667789,55.991432,54.013088,55.621384,31.140774,1836686,DD.csv
2004-07-28,15.8,16.0,15.8,15.92,10.299823,1562700,ADM.csv,2004-07-28,37.599998,37.66,37.0,37.490002,25.639219,806700,BG.csv,2004-07-28,55.76371,56.361481,55.165936,56.076828,31.395761,1558805,DD.csv
2004-07-29,16.049999,16.17,15.94,16.049999,10.383926,2061800,ADM.csv,2004-07-29,39.5,40.560001,39.150002,40.389999,27.622517,1969600,BG.csv,2004-07-29,56.816929,57.798985,56.318783,57.642426,32.272305,2568592,DD.csv
2004-07-30,15.6,15.8,14.95,15.43,9.9828,5900200,ADM.csv,2004-07-30,40.5,40.599998,39.950001,40.130001,27.444712,900500,BG.csv,2004-07-30,57.186977,57.343536,56.503811,56.774231,31.786209,2455824,DD.csv
2004-08-02,15.52,16.139999,15.51,16.139999,10.442157,3477500,ADM.csv,2004-08-02,40.200001,41.450001,40.009998,40.98,28.026018,777300,BG.csv,2004-08-02,56.646137,57.158512,56.404179,57.044651,31.937618,1382732,DD.csv
2004-08-03,16.120001,16.18,15.97,16.01,10.358054,2186000,ADM.csv,2004-08-03,40.900002,40.900002,39.950001,40.009998,27.36264,669600,BG.csv,2004-08-03,56.93079,56.93079,56.105293,56.574974,31.674665,1212841,DD.csv
2004-08-04,16.01,16.15,15.92,16.049999,10.383926,1770700,ADM.csv,2004-08-04,40.0,40.48,40.0,40.389999,27.622517,608300,BG.csv,2004-08-04,56.24762,57.20121,55.721012,57.130047,31.985434,1823056,DD.csv
2004-08-05,16.049999,16.129999,15.93,15.99,10.345113,1775700,ADM.csv,2004-08-05,40.389999,40.400002,40.0,40.169998,27.472057,486300,BG.csv,2004-08-05,57.130047,57.144279,55.792175,55.991432,31.347946,1659348,DD.csv
2004-08-06,15.9,16.01,15.6,15.61,10.09926,1763500,ADM.csv,2004-08-06,40.150002,40.610001,39.639999,39.77,27.198513,1068800,BG.csv,2004-08-06,55.251331,55.464821,54.51123,54.767422,30.662661,2795324,DD.csv
2004-08-09,15.5,15.85,15.45,15.75,10.189839,1668800,ADM.csv,2004-08-09,40.0,40.049999,39.400002,39.939999,27.314779,561900,BG.csv,2004-08-09,54.938213,55.507519,54.795883,55.251331,30.933575,1953670,DD.csv
2004-08-10,15.75,15.77,15.5,15.65,10.12514,1642000,ADM.csv,2004-08-10,39.849998,40.0,39.709999,39.950001,27.321602,450000,BG.csv,2004-08-10,55.365192,56.048363,55.279797,56.048363,31.379835,2202112,DD.csv
2004-08-11,15.55,15.93,15.42,15.9,10.28688,1971300,ADM.csv,2004-08-11,39.939999,40.0,39.580002,39.98,27.342125,643900,BG.csv,2004-08-11,55.379425,56.375713,55.180168,56.147991,31.435591,1778651,DD.csv
2004-08-12,15.96,16.040001,15.79,15.87,10.267476,2259200,ADM.csv,2004-08-12,39.75,40.0,39.560001,39.82,27.321537,364200,BG.csv,2004-08-12,55.849106,55.849106,55.023609,55.294029,30.957479,1158881,DD.csv
2004-08-13,15.87,15.91,15.7,15.73,10.176894,2150000,ADM.csv,2004-08-13,39.900002,39.990002,39.299999,39.490002,27.095118,305300,BG.csv,2004-08-13,55.13747,55.251331,54.027321,54.767422,30.662661,1658575,DD.csv
2004-08-16,15.63,16.0,15.63,15.92,10.299823,1705500,ADM.csv,2004-08-16,39.73,39.75,39.470001,39.59,27.163725,674400,BG.csv,2004-08-16,55.066307,56.703068,54.980911,56.432648,31.594971,2598313,DD.csv
2004-08-17,15.85,16.040001,15.81,15.97,10.33217,1940700,ADM.csv,2004-08-17,39.700001,39.799999,39.48,39.540001,27.129431,416000,BG.csv,2004-08-17,57.215443,57.243908,56.788464,56.93079,31.873873,2853500,DD.csv
2004-08-18,15.96,15.99,15.83,15.97,10.380924,1184900,ADM.csv,2004-08-18,39.509998,39.779999,39.299999,39.779999,27.294106,546300,BG.csv,2004-08-18,56.688835,57.642426,56.24762,57.642426,32.272305,2265769,DD.csv
2004-08-19,15.91,16.040001,15.82,16.0,10.400422,1812500,ADM.csv,2004-08-19,39.779999,40.07,39.66,39.779999,27.294106,1240300,BG.csv,2004-08-19,57.144279,58.09787,57.101582,57.642426,32.272305,2777337,DD.csv
2004-08-20,16.0,16.0,15.86,15.93,10.354918,910600,ADM.csv,2004-08-20,39.849998,39.900002,38.93,38.93,26.710892,921000,BG.csv,2004-08-20,57.685123,58.45369,57.500099,58.225964,32.598999,2546601,DD.csv
2004-08-23,15.98,16.049999,15.76,15.79,10.263918,1161800,ADM.csv,2004-08-23,39.18,39.669998,39.16,39.299999,26.964748,581500,BG.csv,2004-08-23,58.567551,58.567551,57.770519,57.770519,32.344009,1651690,DD.csv
2004-08-24,15.93,16.049999,15.88,16.0,10.400422,1212000,ADM.csv,2004-08-24,39.700001,39.919998,39.59,39.700001,27.239204,548100,BG.csv,2004-08-24,57.927078,58.354061,57.88438,58.211735,32.591022,2094684,DD.csv
2004-08-25,16.0,16.030001,15.84,15.84,10.29642,1016900,ADM.csv,2004-08-25,39.799999,39.900002,39.400002,39.52,27.115698,427400,BG.csv,2004-08-25,58.211735,59.706165,57.855915,59.563839,33.34803,2712908,DD.csv
2004-08-26,15.84,15.96,15.8,15.83,10.289916,2021900,ADM.csv,2004-08-26,39.509998,39.889999,39.330002,39.630001,27.191177,369100,BG.csv,2004-08-26,59.279186,60.972878,59.279186,60.63129,33.94566,3346660,DD.csv
2004-08-27,15.79,15.93,15.72,15.76,10.244416,1666300,ADM.csv,2004-08-27,39.880001,41.0,39.880001,40.779999,27.980227,897800,BG.csv,2004-08-27,60.57436,61.044041,60.375103,60.759384,34.017376,1970041,DD.csv
2004-08-30,15.67,15.87,15.61,15.74,10.231419,1848300,ADM.csv,2004-08-30,40.990002,41.009998,39.970001,40.02,27.458759,581100,BG.csv,2004-08-30,60.503197,61.058273,60.446266,60.63129,33.94566,1977489,DD.csv
2004-08-31,15.81,15.97,15.73,15.97,10.380924,1050000,ADM.csv,2004-08-31,40.099998,40.299999,39.66,39.889999,27.369568,392100,BG.csv,2004-08-31,60.545895,61.129436,60.517429,60.93018,34.113018,2303780,DD.csv
2004-09-01,15.98,16.26,15.85,16.190001,10.523929,1594400,ADM.csv,2004-09-01,39.830002,40.07,39.77,39.91,27.383297,202200,BG.csv,2004-09-01,60.659756,61.2006,60.318172,60.57436,33.913795,2329776,DD.csv
2004-09-02,16.24,16.459999,16.09,16.459999,10.699433,1428800,ADM.csv,2004-09-02,40.299999,40.32,39.790001,40.0,27.445057,446100,BG.csv,2004-09-02,60.57436,61.328693,60.446266,60.787849,34.033321,2859191,DD.csv
2004-09-03,16.48,16.58,16.459999,16.52,10.738435,1267100,ADM.csv,2004-09-03,40.0,40.009998,39.419998,39.740002,27.266644,734200,BG.csv,2004-09-03,60.915943,61.485252,60.844784,60.944412,34.120979,2424488,DD.csv
2004-09-07,16.66,16.74,16.549999,16.68,10.842439,1888000,ADM.csv,2004-09-07,39.700001,40.220001,39.700001,40.080002,27.499939,602900,BG.csv,2004-09-07,61.556416,61.784142,61.385624,61.741444,34.567215,2052387,DD.csv
2004-09-08,16.73,16.75,16.540001,16.67,10.835942,2994100,ADM.csv,2004-09-08,40.110001,40.110001,39.419998,39.529999,27.122561,309000,BG.csv,2004-09-08,61.385624,61.47102,60.57436,60.759384,34.017376,1803523,DD.csv
2004-09-09,16.610001,16.790001,16.52,16.709999,10.86194,1482900,ADM.csv,2004-09-09,39.549999,39.970001,39.27,39.610001,27.177458,238200,BG.csv,2004-09-09,61.143669,61.556416,60.261242,61.072506,34.192692,1979456,DD.csv
2004-09-10,16.66,16.700001,16.48,16.620001,10.803442,1014100,ADM.csv,2004-09-10,39.610001,39.610001,38.900002,39.009998,26.765778,331700,BG.csv,2004-09-10,60.36087,60.531662,59.777328,60.275475,33.746456,2672578,DD.csv
2004-09-13,16.68,16.77,16.549999,16.75,10.887943,1581000,ADM.csv,2004-09-13,39.009998,39.16,38.299999,38.310001,26.285488,764300,BG.csv,2004-09-13,60.417801,60.503197,59.94812,59.962357,33.571144,1713519,DD.csv
2004-09-14,16.700001,16.790001,16.57,16.620001,10.803442,1083200,ADM.csv,2004-09-14,38.349998,38.720001,37.700001,38.299999,26.278635,712400,BG.csv,2004-09-14,60.787849,60.787849,59.094158,59.89119,33.531315,2168106,DD.csv
2004-09-15,16.66,16.66,16.41,16.43,10.679932,1089700,ADM.csv,2004-09-15,38.400002,38.5,37.689999,37.740002,25.894403,353100,BG.csv,2004-09-15,60.104679,60.403568,59.62077,59.990822,33.587082,2184196,DD.csv
2004-09-16,16.440001,16.59,16.26,16.42,10.673436,1507400,ADM.csv,2004-09-16,37.700001,37.709999,36.82,36.959999,25.359219,1807300,BG.csv,2004-09-16,59.990822,60.830547,59.94812,60.602825,33.929726,1542645,DD.csv
2004-09-17,16.42,16.719999,16.35,16.67,10.835942,1622500,ADM.csv,2004-09-17,37.099998,38.290001,37.099998,38.07,26.120819,726500,BG.csv,2004-09-17,60.773617,61.143669,60.30394,60.346638,33.786285,1504634,DD.csv
2004-09-20,16.57,16.68,16.370001,16.469999,10.705937,1155900,ADM.csv,2004-09-20,38.049999,38.349998,37.509998,38.07,26.120819,575400,BG.csv,2004-09-20,60.36087,61.2006,60.175846,60.830547,34.057217,1440064,DD.csv
2004-09-21,16.51,16.700001,16.389999,16.68,10.842439,1275000,ADM.csv,2004-09-21,38.049999,39.07,38.009998,38.779999,26.607973,625800,BG.csv,2004-09-21,60.958645,61.172134,60.545895,60.873245,34.081131,1062624,DD.csv
2004-09-22,16.559999,16.700001,16.440001,16.530001,10.744939,1039600,ADM.csv,2004-09-22,38.790001,39.0,38.400002,38.720001,26.566792,707300,BG.csv,2004-09-22,60.531662,60.773617,60.161613,60.161613,33.682716,1658364,DD.csv
2004-09-23,16.559999,16.610001,16.469999,16.49,10.718935,1389000,ADM.csv,2004-09-23,38.799999,38.799999,38.099998,38.099998,26.141407,423400,BG.csv,2004-09-23,60.175846,60.289707,59.293419,59.393047,33.252403,2674405,DD.csv
2004-09-24,16.48,16.530001,16.299999,16.389999,10.653934,841800,ADM.csv,2004-09-24,38.549999,39.029999,38.419998,39.0,26.758919,621500,BG.csv,2004-09-24,59.706165,60.98711,59.62077,60.730919,34.001442,3010111,DD.csv
2004-09-27,16.27,16.450001,16.110001,16.110001,10.471926,1517000,ADM.csv,2004-09-27,39.150002,39.950001,39.099998,39.200001,26.896141,855200,BG.csv,2004-09-27,60.432034,61.485252,60.30394,61.100971,34.208614,2036016,DD.csv
2004-09-28,16.049999,16.190001,16.049999,16.120001,10.47843,1072400,ADM.csv,2004-09-28,39.25,39.439999,39.040001,39.259998,26.937304,557900,BG.csv,2004-09-28,60.972878,62.581169,60.958645,62.324982,35.168346,3375607,DD.csv
2004-09-29,16.120001,16.629999,16.08,16.629999,10.80994,2358900,ADM.csv,2004-09-29,39.349998,39.650002,39.25,39.419998,27.047087,377600,BG.csv,2004-09-29,62.339214,63.790951,62.339214,63.748253,35.971458,4921414,DD.csv
2004-09-30,16.6,17.0,16.6,16.98,11.03745,3369100,ADM.csv,2004-09-30,39.700001,40.150002,39.509998,39.98,27.431314,450700,BG.csv,2004-09-30,63.634392,64.616447,63.363968,64.303329,36.284664,4238972,DD.csv
2004-10-01,17.0,17.23,16.780001,16.83,10.939946,3064300,ADM.csv,2004-10-01,39.73,39.740002,38.68,38.799999,26.621698,1212900,BG.csv,2004-10-01,64.289093,64.716072,63.705555,64.573746,36.437275,3414672,DD.csv
2004-10-04,16.950001,17.24,16.92,17.200001,11.180458,2105300,ADM.csv,2004-10-04,39.5,39.5,38.91,39.049999,26.793226,581700,BG.csv,2004-10-04,64.758774,65.242683,64.431419,64.474121,36.381054,3687706,DD.csv
2004-10-05,17.25,17.25,17.040001,17.040001,11.076448,1862800,ADM.csv,2004-10-05,39.299999,39.349998,38.950001,39.009998,26.765778,431000,BG.csv,2004-10-05,64.331795,64.872635,63.762486,64.616447,36.461357,3784314,DD.csv
2004-10-06,17.049999,17.120001,17.0,17.07,11.095957,1246800,ADM.csv,2004-10-06,39.509998,39.66,39.299999,39.490002,27.095118,480600,BG.csv,2004-10-06,64.730309,66.039719,64.374489,65.982788,37.232353,2599718,DD.csv
2004-10-07,17.02,17.129999,16.84,16.879999,10.972448,727700,ADM.csv,2004-10-07,39.650002,39.82,39.450001,39.779999,27.294106,419200,BG.csv,2004-10-07,65.570038,65.811996,64.602211,64.673378,36.493492,2152087,DD.csv
